"country","date","cases","deaths","schools","events","gatherings","venues","borders","lockdown","homeoffice","new_cases","incidence_rate","weekday","country_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday"
"Austria",2020-02-24,NA,0,0,0,0,0,0,0,0,2,NA,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-02-25,2,0,0,0,0,0,0,0,0,0,0,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-02-26,2,0,0,0,0,0,0,0,0,1,0.5,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-02-27,3,0,0,0,0,0,0,0,0,0,0,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-02-28,3,0,0,0,0,0,0,0,0,6,2,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-02-29,9,0,0,0,0,0,0,0,0,5,0.555555555555556,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-03-01,14,0,0,0,0,0,0,0,0,4,0.285714285714286,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-03-02,18,0,0,0,0,0,0,0,0,3,0.166666666666667,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-03-03,21,0,0,0,0,0,0,0,0,8,0.380952380952381,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-03-04,29,0,0,0,0,0,0,0,0,12,0.413793103448276,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-03-05,41,0,0,0,0,0,0,0,0,14,0.341463414634146,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-03-06,55,0,0,0,0,0,0,0,0,24,0.436363636363636,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-03-07,79,0,0,0,0,0,0,0,0,25,0.316455696202532,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-03-08,104,0,0,0,0,0,0,0,0,27,0.259615384615385,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-03-09,131,0,0,0,0,0,0,0,0,51,0.389312977099237,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-03-10,182,0,0,0,0,0,0,0,0,64,0.351648351648352,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-03-11,246,0,0,1,0,0,0,0,0,56,0.227642276422764,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-03-12,302,1,0,1,0,0,0,0,0,202,0.66887417218543,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-03-13,504,1,0,1,0,0,0,0,0,151,0.299603174603175,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-03-14,655,1,0,1,0,0,0,0,0,205,0.312977099236641,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-03-15,860,1,0,1,0,0,0,0,0,158,0.183720930232558,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-03-16,1018,3,1,1,1,1,0,1,0,314,0.308447937131631,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-03-17,1332,3,1,1,1,1,0,1,0,314,0.235735735735736,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-03-18,1646,4,1,1,1,1,0,1,0,367,0.222964763061968,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-03-19,2013,6,1,1,1,1,1,1,0,375,0.18628912071535,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-03-20,2388,6,1,1,1,1,1,1,0,426,0.178391959798995,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-03-21,2814,8,1,1,1,1,1,1,0,768,0.272921108742004,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-03-22,3582,16,1,1,1,1,1,1,0,892,0.249022892238973,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-03-23,4474,21,1,1,1,1,1,1,0,809,0.180822530174341,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-03-24,5283,28,1,1,1,1,1,1,0,305,0.0577323490441037,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-03-25,5588,30,1,1,1,1,1,1,0,1321,0.236399427344309,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-03-26,6909,49,1,1,1,1,1,1,0,748,0.108264582428716,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-03-27,7657,58,1,1,1,1,1,1,0,614,0.0801880632101345,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-03-28,8271,68,1,1,1,1,1,1,0,517,0.0625075565227905,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-03-29,8788,86,1,1,1,1,1,1,0,830,0.094446973145198,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-03-30,9618,108,1,1,1,1,1,1,0,562,0.058432106467041,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-03-31,10180,128,1,1,1,1,1,1,0,531,0.0521611001964637,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-04-01,10711,146,1,1,1,1,1,1,0,418,0.039025301092335,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-04-02,11129,158,1,1,1,1,1,1,0,395,0.0354928565010333,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-04-03,11524,168,1,1,1,1,1,1,0,257,0.022301284276293,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-04-04,11781,186,1,1,1,1,1,1,0,270,0.0229182582123759,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-04-05,12051,204,1,1,1,1,1,1,0,246,0.0204132437142146,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-04-06,12297,220,1,1,1,1,1,1,0,342,0.0278116613808246,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-04-07,12639,243,1,1,1,1,1,1,0,303,0.0239734156183242,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-04-08,12942,273,1,1,1,1,1,1,0,302,0.0233348786895379,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-04-09,13244,295,1,1,1,1,1,1,0,311,0.0234823316218665,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-04-10,13555,319,1,1,1,1,1,1,0,251,0.0185171523423091,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-04-11,13806,337,1,1,1,1,1,1,0,139,0.0100680863392728,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-04-12,13945,350,1,1,1,1,1,1,0,96,0.00688418788096092,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-04-13,14041,368,1,1,1,1,1,1,0,185,0.013175699736486,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-04-14,14226,384,1,1,1,1,1,1,0,110,0.00773232110220723,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-04-15,14336,393,1,1,1,1,1,1,0,140,0.009765625,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-04-16,14476,410,1,1,1,1,1,1,0,119,0.00822050290135396,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-04-17,14595,431,1,1,1,1,1,1,0,76,0.0052072627612196,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-04-18,14671,443,1,1,1,1,1,1,0,78,0.00531661100129507,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-04-19,14749,452,1,1,1,1,1,1,0,46,0.00311885551562818,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-04-20,14795,470,1,1,1,1,1,1,0,78,0.00527205136870564,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-04-21,14873,491,1,1,1,1,1,1,0,52,0.00349626840583608,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-04-22,14925,510,1,1,1,1,1,1,0,77,0.00515912897822446,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-04-23,15002,522,1,1,1,1,1,1,0,69,0.00459938674843354,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-04-24,15071,530,1,1,1,1,1,1,0,77,0.00510915002322341,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-04-25,15148,536,1,1,1,1,1,1,0,77,0.00508317929759704,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-04-26,15225,542,1,1,1,1,1,1,0,49,0.0032183908045977,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-04-27,15274,549,1,1,1,1,1,1,0,83,0.00543407097027629,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-04-28,15357,569,1,1,1,1,1,1,0,45,0.00293025981637038,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-04-29,15402,580,1,1,1,1,1,1,0,50,0.00324633164524088,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-04-30,15452,584,1,1,1,1,1,1,0,79,0.00511260678229355,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-05-01,15531,589,1,1,1,1,1,1,0,27,0.00173845856673749,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-05-02,15558,596,1,1,1,1,1,1,0,39,0.00250674893945237,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-05-03,15597,598,1,1,1,1,1,1,0,24,0.00153875745335641,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-05-04,15621,600,1,1,1,1,1,1,0,29,0.00185647525766596,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-05-05,15650,606,1,1,1,1,1,1,0,34,0.00217252396166134,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-05-06,15684,608,1,1,1,1,1,1,0,68,0.00433562866615659,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-05-07,15752,609,1,1,1,1,1,1,0,22,0.00139664804469274,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-05-08,15774,614,1,1,1,1,1,1,0,59,0.00374033219221504,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-05-09,15833,615,1,1,1,1,1,1,0,38,0.00240005052737952,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-05-10,15871,618,1,1,1,1,1,1,0,11,0.000693088022178817,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-05-11,15882,620,1,1,1,1,1,1,0,79,0.00497418461150989,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-05-12,15961,623,1,1,1,1,1,1,0,36,0.00225549777582858,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-05-13,15997,624,1,1,1,1,1,1,0,61,0.00381321497780834,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-05-14,16058,626,1,1,1,1,1,1,0,51,0.00317598704695479,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-05-15,16109,628,1,1,1,1,1,1,0,92,0.00571109317772674,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-05-16,16201,629,1,1,1,1,1,1,0,41,0.00253070798098883,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-05-17,16242,629,1,1,1,1,1,1,0,27,0.00166235685260436,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-05-18,16269,629,1,1,1,1,1,1,0,52,0.00319626283115127,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-05-19,16321,632,1,1,1,1,1,1,0,32,0.00196066417498928,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-05-20,16353,633,1,1,1,1,1,1,0,51,0.00311869381764814,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-05-21,16404,633,1,1,1,1,1,1,0,32,0.00195074372104365,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-05-22,16436,635,1,1,1,1,1,1,0,50,0.0030421027013872,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-05-23,16486,639,1,1,1,1,1,1,0,17,0.00103117796918598,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-05-24,16503,640,1,1,1,1,1,1,0,36,0.00218142155971642,"Sunday",1,0,0,0,0,0,0,1
"Austria",2020-05-25,16539,641,1,1,1,1,1,1,0,18,0.00108833665880646,"Monday",1,1,0,0,0,0,0,0
"Austria",2020-05-26,16557,643,1,1,1,1,1,1,0,34,0.00205351210968171,"Tuesday",1,0,1,0,0,0,0,0
"Austria",2020-05-27,16591,645,1,1,1,1,1,1,0,37,0.00223012476643964,"Wednesday",1,0,0,1,0,0,0,0
"Austria",2020-05-28,16628,668,1,1,1,1,1,1,0,27,0.00162376713976425,"Thursday",1,0,0,0,1,0,0,0
"Austria",2020-05-29,16655,668,1,1,1,1,1,1,0,30,0.00180126088261783,"Friday",1,0,0,0,0,1,0,0
"Austria",2020-05-30,16685,668,1,1,1,1,1,1,0,46,0.00275696733593048,"Saturday",1,0,0,0,0,0,1,0
"Austria",2020-05-31,16731,668,1,1,1,1,1,1,0,2,0.000119538581077043,"Sunday",1,0,0,0,0,0,0,1
"Belgium",2020-02-03,NA,0,0,0,0,0,0,0,0,1,NA,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-02-04,1,0,0,0,0,0,0,0,0,0,0,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-02-05,1,0,0,0,0,0,0,0,0,0,0,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-02-06,1,0,0,0,0,0,0,0,0,0,0,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-02-07,1,0,0,0,0,0,0,0,0,0,0,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-02-08,1,0,0,0,0,0,0,0,0,0,0,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-02-09,1,0,0,0,0,0,0,0,0,0,0,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-02-10,1,0,0,0,0,0,0,0,0,0,0,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-02-11,1,0,0,0,0,0,0,0,0,0,0,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-02-12,1,0,0,0,0,0,0,0,0,0,0,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-02-13,1,0,0,0,0,0,0,0,0,0,0,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-02-14,1,0,0,0,0,0,0,0,0,0,0,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-02-15,1,0,0,0,0,0,0,0,0,0,0,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-02-16,1,0,0,0,0,0,0,0,0,0,0,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-02-17,1,0,0,0,0,0,0,0,0,0,0,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-02-18,1,0,0,0,0,0,0,0,0,0,0,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-02-19,1,0,0,0,0,0,0,0,0,0,0,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-02-20,1,0,0,0,0,0,0,0,0,0,0,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-02-21,1,0,0,0,0,0,0,0,0,0,0,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-02-22,1,0,0,0,0,0,0,0,0,0,0,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-02-23,1,0,0,0,0,0,0,0,0,0,0,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-02-24,1,0,0,0,0,0,0,0,0,0,0,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-02-25,1,0,0,0,0,0,0,0,0,0,0,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-02-26,1,0,0,0,0,0,0,0,0,0,0,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-02-27,1,0,0,0,0,0,0,0,0,0,0,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-02-28,1,0,0,0,0,0,0,0,0,0,0,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-02-29,1,0,0,0,0,0,0,0,0,1,1,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-03-01,2,0,0,0,0,0,0,0,0,6,3,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-03-02,8,0,0,0,0,0,0,0,0,5,0.625,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-03-03,13,0,0,0,0,0,0,0,0,10,0.769230769230769,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-03-04,23,0,0,0,0,0,0,0,0,27,1.17391304347826,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-03-05,50,0,0,0,0,0,0,0,0,59,1.18,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-03-06,109,0,0,0,0,0,0,0,0,60,0.55045871559633,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-03-07,169,0,0,0,0,0,0,0,0,31,0.183431952662722,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-03-08,200,0,0,0,0,0,0,0,0,39,0.195,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-03-09,239,0,0,0,0,0,0,0,0,28,0.117154811715481,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-03-10,267,0,0,1,0,0,0,0,0,47,0.176029962546816,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-03-11,314,3,0,1,0,0,0,0,0,0,0,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-03-12,314,3,0,1,0,0,0,0,0,245,0.780254777070064,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-03-13,559,3,0,1,0,0,0,0,0,130,0.232558139534884,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-03-14,689,4,0,1,0,1,0,0,0,197,0.285921625544267,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-03-15,886,4,0,1,0,1,0,0,0,172,0.194130925507901,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-03-16,1058,5,1,1,0,1,0,0,0,185,0.174858223062382,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-03-17,1243,10,1,1,0,1,0,0,0,243,0.19549477071601,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-03-18,1486,14,1,1,1,1,0,1,0,309,0.207940780619112,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-03-19,1795,21,1,1,1,1,0,1,0,462,0.257381615598886,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-03-20,2257,37,1,1,1,1,1,1,0,558,0.247230837394772,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-03-21,2815,67,1,1,1,1,1,1,0,586,0.208170515097691,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-03-22,3401,75,1,1,1,1,1,1,0,342,0.100558659217877,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-03-23,3743,88,1,1,1,1,1,1,0,526,0.140528987443227,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-03-24,4269,122,1,1,1,1,1,1,0,668,0.156476926680721,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-03-25,4937,178,1,1,1,1,1,1,0,1298,0.262912700020255,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-03-26,6235,220,1,1,1,1,1,1,0,1049,0.168243785084202,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-03-27,7284,289,1,1,1,1,1,1,0,1850,0.253981328940143,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-03-28,9134,353,1,1,1,1,1,1,0,1702,0.186336763739873,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-03-29,10836,431,1,1,1,1,1,1,0,1063,0.0980989294942783,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-03-30,11899,513,1,1,1,1,1,1,0,876,0.0736196319018405,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-03-31,12775,705,1,1,1,1,1,1,0,1189,0.0930724070450098,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-04-01,13964,828,1,1,1,1,1,1,0,1384,0.099112002291607,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-04-02,15348,1011,1,1,1,1,1,1,0,1422,0.0926505082095387,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-04-03,16770,1143,1,1,1,1,1,1,0,1661,0.0990459153249851,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-04-04,18431,1283,1,1,1,1,1,1,0,1260,0.0683630839346753,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-04-05,19691,1447,1,1,1,1,1,1,0,1123,0.0570311309735412,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-04-06,20814,1632,1,1,1,1,1,1,0,1380,0.0663015278178149,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-04-07,22194,2035,1,1,1,1,1,1,0,1209,0.0544741822114085,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-04-08,23403,2240,1,1,1,1,1,1,0,1580,0.0675127120454643,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-04-09,24983,2523,1,1,1,1,1,1,0,1684,0.0674058359684585,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-04-10,26667,3019,1,1,1,1,1,1,0,1351,0.0506618667266659,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-04-11,28018,3346,1,1,1,1,1,1,0,1629,0.0581411949461061,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-04-12,29647,3600,1,1,1,1,1,1,0,942,0.0317738725672075,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-04-13,30589,3903,1,1,1,1,1,1,0,530,0.0173264899146752,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-04-14,31119,4157,1,1,1,1,1,1,0,2454,0.0788585751470163,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-04-15,33573,4440,1,1,1,1,1,1,0,1236,0.0368152980073273,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-04-16,34809,4857,1,1,1,1,1,1,0,1329,0.0381797810910971,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-04-17,36138,5163,1,1,1,1,1,1,0,1045,0.0289169295478444,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-04-18,37183,5453,1,1,1,1,1,1,0,1313,0.0353118360541107,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-04-19,38496,5683,1,1,1,1,1,1,0,1487,0.0386273898586866,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-04-20,39983,5828,1,1,1,1,1,1,0,973,0.0243353425205712,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-04-21,40956,5998,1,1,1,1,1,1,0,933,0.0227805449750952,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-04-22,41889,6262,1,1,1,1,1,1,0,908,0.0216763350760343,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-04-23,42797,6490,1,1,1,1,1,1,0,1496,0.0349557211954109,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-04-24,44293,6679,1,1,1,1,1,1,0,1032,0.023299392680559,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-04-25,45325,6917,1,1,1,1,1,1,0,809,0.0178488692774407,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-04-26,46134,7094,1,1,1,1,1,1,0,553,0.0119868209996965,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-04-27,46687,7207,1,1,1,1,1,1,0,647,0.0138582474778846,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-04-28,47334,7331,1,1,1,1,1,1,0,525,0.0110913930789707,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-04-29,47859,7501,1,1,1,1,1,1,0,660,0.0137905096220147,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-04-30,48519,7594,1,1,1,1,1,1,0,513,0.0105731775180857,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-05-01,49032,7703,1,1,1,1,1,1,0,485,0.00989149942894436,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-05-02,49517,7765,1,1,1,1,1,1,0,389,0.00785588787689077,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-05-03,49906,7844,1,1,1,1,1,1,0,361,0.00723359916643289,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-05-04,50267,7924,1,1,1,1,1,1,0,242,0.0048142916824159,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-05-05,50509,8016,1,1,1,1,1,1,0,272,0.00538517887901166,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-05-06,50781,8339,1,1,1,1,1,1,0,639,0.01258344656466,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-05-07,51420,8415,1,1,1,1,1,1,0,591,0.0114935822637106,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-05-08,52011,8521,1,1,1,1,1,1,0,585,0.0112476206956221,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-05-09,52596,8581,1,1,1,1,1,1,0,485,0.00922123355388242,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-05-10,53081,8656,1,1,1,1,1,1,0,368,0.00693280081385053,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-05-11,53449,8707,1,1,1,1,1,1,0,330,0.0061741098991562,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-05-12,53779,8761,1,1,1,1,1,1,0,202,0.00375611298090333,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-05-13,53981,8843,1,1,1,1,1,1,0,307,0.00568718623219281,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-05-14,54288,8903,1,1,1,1,1,1,0,356,0.00655761862658414,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-05-15,54644,8959,1,1,1,1,1,1,0,345,0.00631359344118293,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-05-16,54989,9005,1,1,1,1,1,1,0,291,0.00529196748440597,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-05-17,55280,9052,1,1,1,1,1,1,0,279,0.00504703328509407,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-05-18,55559,9080,1,1,1,1,1,1,0,232,0.00417574110405155,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-05-19,55791,9108,1,1,1,1,1,1,0,192,0.00344141528203474,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-05-20,55983,9150,1,1,1,1,1,1,0,252,0.00450136648625476,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-05-21,56235,9186,1,1,1,1,1,1,0,276,0.0049079754601227,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-05-22,56511,9212,1,1,1,1,1,1,0,299,0.00529100529100529,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-05-23,56810,9237,1,1,1,1,1,1,0,282,0.00496391480373174,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-05-24,57092,9280,1,1,1,1,1,1,0,250,0.00437889721852449,"Sunday",2,0,0,0,0,0,0,1
"Belgium",2020-05-25,57342,9312,1,1,1,1,1,1,0,113,0.00197063234627324,"Monday",2,1,0,0,0,0,0,0
"Belgium",2020-05-26,57455,9334,1,1,1,1,1,1,0,137,0.0023844748063702,"Tuesday",2,0,1,0,0,0,0,0
"Belgium",2020-05-27,57592,9364,1,1,1,1,1,1,0,257,0.00446242533685234,"Wednesday",2,0,0,1,0,0,0,0
"Belgium",2020-05-28,57849,9388,1,1,1,1,1,1,0,212,0.00366471330532939,"Thursday",2,0,0,0,1,0,0,0
"Belgium",2020-05-29,58061,9430,1,1,1,1,1,1,0,125,0.00215290814832676,"Friday",2,0,0,0,0,1,0,0
"Belgium",2020-05-30,58186,9453,1,1,1,1,1,1,0,195,0.00335132162375829,"Saturday",2,0,0,0,0,0,1,0
"Belgium",2020-05-31,58381,9467,1,1,1,1,1,1,0,136,0.00232952501670064,"Sunday",2,0,0,0,0,0,0,1
"Canada",2020-01-25,NA,0,0,0,0,0,0,0,0,1,NA,"Saturday",3,0,0,0,0,0,1,0
"Canada",2020-01-26,1,0,0,0,0,0,0,0,0,0,0,"Sunday",3,0,0,0,0,0,0,1
"Canada",2020-01-27,1,0,0,0,0,0,0,0,0,1,1,"Monday",3,1,0,0,0,0,0,0
